tile_id,source,CWNS_ID,TRI_FACILITY_ID,ll_uuid_primary,ll_uuid_alternates,st,geoid,tile_row,tile_col,ctr_lon,ctr_lat,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,source_res_m,target_res_m,image_px,acq_date,rgb_path,ndwi_path,label
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r01_c17,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,1,17,-84.88695413652593,33.29251291417212,-84.8881536243311,33.29151887802786,-84.88575462480719,33.29350694105714,,0.6,333,,,,
20000174001_a924c559-ed35-4a1e-be41-ffda45194271_r01_c02,reconstructed,20000174001,,a924c559-ed35-4a1e-be41-ffda45194271,,KS,,1,2,-98.42586278537641,37.649927200191875,-98.42703587266318,37.64901244939007,-98.42468972560806,37.65084194058461,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r04_c06,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,4,6,-80.63570847362082,28.314618875583868,-80.636875687795,28.313580188822794,-80.6345412388155,28.315657552916498,,0.6,333,,,,
55003190001_91892799-8e82-4568-a6fc-f2105d202739_r01_c02,reconstructed,55003190001,,91892799-8e82-4568-a6fc-f2105d202739,,WI,,1,2,-90.23456524427424,46.433588732148685,-90.23593907328946,46.43263361134503,-90.2331913800863,46.434543844844036,,0.6,333,,,,
12000097002_3fc6c740-e797-4828-926c-b32aa33f8be4_r01_c02,reconstructed,12000097002,,3fc6c740-e797-4828-926c-b32aa33f8be4,,FL,,1,2,-80.85907571615888,28.544173263701758,-80.86024412555278,28.543136953234193,-80.85790728598892,28.545209564750355,,0.6,333,,,,
55003620001_39b6459f-0dae-442e-bf38-7c2685c27358_r01_c01,reconstructed,55003620001,,39b6459f-0dae-442e-bf38-7c2685c27358,,WI,,1,1,-88.56134179881994,44.019136183502525,-88.56268749881433,44.018172042173696,-88.55999606625734,44.02010031666893,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c05,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,5,-84.90404609866188,33.295383931020886,-84.90524545979413,33.29439004022192,-84.90284671361226,33.29637781255789,,0.6,333,,,,
56000001001_7fbddcc5-8838-44fe-a305-8dc95609fcad_r02_c02,reconstructed,56000001001,,7fbddcc5-8838-44fe-a305-8dc95609fcad,,WY,,2,2,-106.29418837248551,42.8627777490437,-106.29554498175861,42.861791250881616,-106.29283179434549,42.86376423955986,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r03_c18,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,3,18,-84.88517778567682,33.29475682096129,-84.8863773253663,33.29376277337996,-84.88397822207259,33.295750859284084,,0.6,333,,,,
55007720002_d2ab458b-8a29-45e7-a98c-a27e80e26d44_r03_c02,reconstructed,55007720002,,d2ab458b-8a29-45e7-a98c-a27e80e26d44,,WI,,3,2,-88.73528682590982,43.173296133426255,-88.73661391967786,43.17233494726977,-88.73395970035038,43.17425731119716,,0.6,333,,,,
55003830001_a03f790e-3473-4cf0-b8be-acbc814b7b93_r01_c02,reconstructed,55003830001,,a03f790e-3473-4cf0-b8be-acbc814b7b93,,WI,,1,2,-89.43648274869035,43.52911149459165,-89.4378082578195,43.52815584608434,-89.4351572073691,43.53006713459424,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c18,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,18,-84.88534678537525,33.29356485082798,-84.88654630522468,33.29257080292358,-84.8841472416118,33.294558889473564,,0.6,333,,,,
55003415001_6f5c4493-c8dc-4e30-a739-1d63dbd5e11f_r01_c01,reconstructed,55003415001,,6f5c4493-c8dc-4e30-a739-1d63dbd5e11f,,WI,,1,1,-88.47229548541017,44.56579487671902,-88.47365315679481,44.56482887930604,-88.47093778093812,44.56676086611446,,0.6,333,,,,
17001221001_9d654876-df76-48c3-be79-b828c30f8118_r01_c01,reconstructed,17001221001,,9d654876-df76-48c3-be79-b828c30f8118,,IL,,1,1,-88.93733030780885,38.61576419614331,-88.93857252735891,38.61480824330512,-88.93608806028375,38.61672013974422,,0.6,333,,,,
18000851001_11ebb651-bd30-41fb-aee2-c982a1358752_r02_c03,reconstructed,18000851001,,11ebb651-bd30-41fb-aee2-c982a1358752,,IN,,2,3,-87.56794249732116,37.95345350156241,-87.56918872065067,37.952485741909534,-87.56669624664647,37.95442125217836,,0.6,333,,,,
18000017001_3c2f9ef9-c518-4035-ba31-e048d16ca9c3_r02_c04,reconstructed,18000017001,,3c2f9ef9-c518-4035-ba31-e048d16ca9c3,,IN,,2,4,-86.06406264715261,39.93580894908711,-86.06536006273004,39.93482822049793,-86.06276520287793,39.93678966933302,,0.6,333,,,,
18000017001_3c2f9ef9-c518-4035-ba31-e048d16ca9c3_r02_c02,reconstructed,18000017001,,3c2f9ef9-c518-4035-ba31-e048d16ca9c3,,IN,,2,2,-86.06720955133206,39.936058521497024,-86.06850693661347,39.935077819102474,-86.06591213735278,39.93703921554764,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r02_c04,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,2,4,-80.63883656116333,28.312615841978566,-80.64000372004702,28.311577174373298,-80.63766938164902,28.313654500154506,,0.6,333,,,,
55007720002_d2ab458b-8a29-45e7-a98c-a27e80e26d44_r03_c01,reconstructed,55007720002,,d2ab458b-8a29-45e7-a98c-a27e80e26d44,,WI,,3,1,-88.73693863767241,43.17338775542498,-88.73826571342178,43.17242658345608,-88.73561153013135,43.17434891900793,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r18_c07,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,18,7,-84.89846839563354,33.31417584683615,-84.89966809865658,33.31318193700124,-84.89726866868239,33.3151697474133,,0.6,333,,,,
12000092001_452431c7-46b5-40fa-a69e-6fcd8da61840_r01_c01,reconstructed,12000092001,,452431c7-46b5-40fa-a69e-6fcd8da61840,,FL,,1,1,-80.61706132178642,28.392438497881734,-80.61822977605678,28.391399875350263,-80.6158928468496,28.393477111002216,,0.6,333,,,,
17001502001_38b0199c-292e-401d-9e83-09443ab9a747_r02_c03,reconstructed,17001502001,,38b0199c-292e-401d-9e83-09443ab9a747,,IL,,2,3,-89.09053188357183,38.97969643367041,-89.09177858034538,38.97874177655591,-89.08928515852924,38.980651081569896,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r01_c02,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,1,2,-80.64174527150772,28.31180939214974,-80.64291239355437,28.310770745228783,-80.64057812883043,28.312848029640833,,0.6,333,,,,
12000096001_50b55567-289c-4f3a-8f2c-465bf31cda2d_r01_c01,reconstructed,12000096001,,50b55567-289c-4f3a-8f2c-465bf31cda2d,,FL,,1,1,-80.7355746530469,28.36134604737434,-80.73674162882084,28.36030827323539,-80.73440765660449,28.36238381207856,,0.6,333,,,,
55007720002_d2ab458b-8a29-45e7-a98c-a27e80e26d44_r04_c02,reconstructed,55007720002,,d2ab458b-8a29-45e7-a98c-a27e80e26d44,,WI,,4,2,-88.73516030632516,43.17449248596104,-88.7364874246755,43.17353129685349,-88.73383315618231,43.17545366668333,,0.6,333,,,,
12000382001_fdb34af0-9b57-42ac-adf5-e1fbe3f150a1_r01_c02,reconstructed,12000382001,,fdb34af0-9b57-42ac-adf5-e1fbe3f150a1,,FL,,1,2,-86.17686044324225,30.488352881981474,-86.17800626100059,30.48736462972392,-86.17571460304687,30.489341124302676,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r05_c06,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,5,6,-80.63548914568766,28.31581553609189,-80.63665637831683,28.3147768508586,-80.63432189242678,28.31685421189699,,0.6,333,,,,
55002880001_06de6278-2bb6-47fa-b66d-d060cc47eae6_r01_c02,reconstructed,55002880001,,06de6278-2bb6-47fa-b66d-d060cc47eae6,,WI,,1,2,-90.13381598410398,44.63456932756049,-90.13515456436043,44.633617739071916,-90.1324773705278,44.6355209075726,,0.6,333,,,,
12000001028_07b9c210-c96e-4948-bbff-f0f413947280_r01_c01,reconstructed,12000001028,,07b9c210-c96e-4948-bbff-f0f413947280,,FL,,1,1,-80.30464141552291,26.0594141797591,-80.30578124732276,26.058366162676116,-80.30350156419276,26.06046218703034,,0.6,333,,,,
56000001001_7fbddcc5-8838-44fe-a305-8dc95609fcad_r01_c03,reconstructed,56000001001,,7fbddcc5-8838-44fe-a305-8dc95609fcad,,WY,,1,3,-106.29237056486991,42.861715143302426,-106.29372713242479,42.860728661873544,-106.2910140284474,42.86270161708461,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c08,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,8,-84.89973079585576,33.294964414336924,-84.9009301936247,33.29397048727934,-84.89853137417022,33.29595833213333,,0.6,333,,,,
17001502001_38b0199c-292e-401d-9e83-09443ab9a747_r02_c01,reconstructed,17001502001,,38b0199c-292e-401d-9e83-09443ab9a747,,IL,,2,1,-89.09364624472323,38.979870087850195,-89.09489290916201,38.978915457747995,-89.09239955201502,38.98082470873675,,0.6,333,,,,
36001010006_bfd9862d-66bb-4192-a08e-abd70c79e08c_r10_c03,reconstructed,36001010006,,bfd9862d-66bb-4192-a08e-abd70c79e08c,,NY,,10,3,-73.50461857258341,40.65314067934535,-73.50605753612808,40.6520633689388,-73.50317958239981,40.65421798446913,,0.6,333,,,,
55003796001_bd3e83ca-ecf8-4126-a684-8d50c82aa7ba_r02_c01,reconstructed,55003796001,,bd3e83ca-ecf8-4126-a684-8d50c82aa7ba,,WI,,2,1,-89.6055421576348,44.4592491655472,-89.60688380959283,44.45829327986503,-89.6042004725771,44.46020504286691,,0.6,333,,,,
17000000029_87b1abda-b5a3-465d-9d85-77434ad98058_r01_c01,reconstructed,17000000029,,87b1abda-b5a3-465d-9d85-77434ad98058,,IL,,1,1,-89.11535419792736,41.32512852937682,-89.11664210294447,41.32417288843228,-89.1140662627256,41.32608416149014,,0.6,333,,,,
19000328001_badcc943-52c2-4988-8e9b-1062f66f8423_r01_c01,reconstructed,19000328001,,badcc943-52c2-4988-8e9b-1062f66f8423,,IA,,1,1,-95.77298957046155,41.009783459075585,-95.77419098975388,41.00888825020995,-95.77178812093632,41.01067865739087,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r01_c18,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,1,18,-84.88551577995798,33.2923728783842,-84.886715279968,33.29137883015638,-84.88431625603465,33.29336691735302,,0.6,333,,,,
36001010006_bfd9862d-66bb-4192-a08e-abd70c79e08c_r08_c01,reconstructed,36001010006,,bfd9862d-66bb-4192-a08e-abd70c79e08c,,NY,,8,1,-73.5084749349137,40.65137568387702,-73.50991382706637,40.650298401525696,-73.5070360161223,40.65245296094423,,0.6,333,,,,
55003190001_91892799-8e82-4568-a6fc-f2105d202739_r02_c02,reconstructed,55003190001,,91892799-8e82-4568-a6fc-f2105d202739,,WI,,2,2,-90.23445982230163,46.43479530127757,-90.2358336777559,46.43384017610227,-90.23308593167336,46.43575041834497,,0.6,333,,,,
13000605001_29c0f030-fd7f-4122-a66c-77f3b2aa8c0a_r02_c01,reconstructed,13000605001,,29c0f030-fd7f-4122-a66c-77f3b2aa8c0a,,GA,,2,1,-84.72659126127571,33.34710490327869,-84.72779317908723,33.34610962234203,-84.72538931953683,33.3481001749949,,0.6,333,,,,
18000851001_11ebb651-bd30-41fb-aee2-c982a1358752_r03_c03,reconstructed,18000851001,,11ebb651-bd30-41fb-aee2-c982a1358752,,IN,,3,3,-87.56780607040233,37.95464435375317,-87.5690523153388,37.953676593127746,-87.56655979811983,37.95561210534194,,0.6,333,,,,
18000506001_a2500223-d58d-4f84-b59c-f175824abd28_r01_c01,reconstructed,18000506001,,a2500223-d58d-4f84-b59c-f175824abd28,,IN,,1,1,-85.44170600159161,40.184099425887034,-85.44301479551716,40.183113393014715,-85.4403971788522,40.18508545061171,,0.6,333,,,,
12000222001_e4858352-0b91-4b2d-a552-6aeb6ade98fa_r03_c03,reconstructed,12000222001,,e4858352-0b91-4b2d-a552-6aeb6ade98fa,,FL,,3,3,-81.1387129589854,29.472922900495405,-81.13989188242988,29.47189116359179,-81.13753401425785,29.473954628109944,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c16,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,16,-84.88822354656587,33.29384490808881,-84.88942304200435,33.29285088435192,-84.88702402721285,33.29483892256645,,0.6,333,,,,
16000127001_3985cd37-75d2-47be-a776-a067ce65f2ca_r01_c01,reconstructed,16000127001,,3985cd37-75d2-47be-a776-a067ce65f2ca,,ID,,1,1,-113.78222755580268,42.547804657850875,-113.7836592626917,42.54675927620763,-113.7807958783169,42.54885003367987,,0.6,333,,,,
12000001028_07b9c210-c96e-4948-bbff-f0f413947280_r01_c04,reconstructed,12000001028,,07b9c210-c96e-4948-bbff-f0f413947280,,FL,,1,4,-80.30071390156778,26.058812221008008,-80.3018537591617,26.057764171037245,-80.29957402444441,26.059860261167437,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r03_c06,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,3,6,-84.90243891724697,33.29643610284396,-84.90363831042856,33.29544220028266,-84.90123950014755,33.297429996143805,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r03_c04,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,3,4,-80.63861728268833,28.31381251518311,-80.63978446002554,28.31277384910648,-80.63745008471996,28.314851171830675,,0.6,333,,,,
12000094001_a8daeab4-82d2-4ed7-80c1-c1473002b158_r01_c03,reconstructed,12000094001,,a8daeab4-82d2-4ed7-80c1-c1473002b158,,FL,,1,3,-80.72111109915403,28.327620491376123,-80.7222777374521,28.326582511969818,-80.71994444020606,28.328658461343593,,0.6,333,,,,
55002880001_06de6278-2bb6-47fa-b66d-d060cc47eae6_r01_c04,reconstructed,55002880001,,06de6278-2bb6-47fa-b66d-d060cc47eae6,,WI,,1,4,-90.13043737163167,44.63442083865816,-90.13177599099465,44.63346922058868,-90.1290987189494,44.63537244825204,,0.6,333,,,,
12000099007_7f77e6e0-ef02-4db8-bdf4-f7b6daa26fd4_r02_c02,reconstructed,12000099007,,7f77e6e0-ef02-4db8-bdf4-f7b6daa26fd4,,FL,,2,2,-80.70488582869162,28.422540432842524,-80.7060539220525,28.421502582238432,-80.70371771463677,28.423578274028024,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r01_c07,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,1,7,-80.63502172286125,28.310833695469977,-80.63618889086386,28.30979499301723,-80.63385453422944,28.311872388493654,,0.6,333,,,,
55007720002_d2ab458b-8a29-45e7-a98c-a27e80e26d44_r01_c02,reconstructed,55007720002,,d2ab458b-8a29-45e7-a98c-a27e80e26d44,,WI,,1,2,-88.73553985188511,43.1709034349108,-88.73686689649125,43.169942254655005,-88.73421277548975,43.17186460678063,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r03_c04,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,3,4,-84.90531584405524,33.29671573017068,-84.90651521280984,33.29572185178267,-84.90411645138231,33.297709599296745,,0.6,333,,,,
21000359001_25aea503-0612-4557-9c5d-ad051f4e837f_r05_c02,reconstructed,21000359001,,25aea503-0612-4557-9c5d-ad051f4e837f,,KY,,5,2,-87.92833710539843,37.770758608764545,-87.92957629813431,37.76979389252153,-87.92709788541605,37.77172331586186,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r03_c06,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,3,6,-80.63592779534692,28.313422210877984,-80.63709499106665,28.312383522588732,-80.63476057899659,28.314460889738495,,0.6,333,,,,
55002880001_06de6278-2bb6-47fa-b66d-d060cc47eae6_r02_c02,reconstructed,55002880001,,06de6278-2bb6-47fa-b66d-d060cc47eae6,,WI,,2,2,-90.13371157232908,44.63577022888228,-90.13505017767977,44.63481863696094,-90.13237293365746,44.63672181232738,,0.6,333,,,,
56000001001_7fbddcc5-8838-44fe-a305-8dc95609fcad_r02_c03,reconstructed,56000001001,,7fbddcc5-8838-44fe-a305-8dc95609fcad,,WY,,2,3,-106.29254882997122,42.86290739300824,-106.29390542297593,42.86192090833579,-106.29119226809995,42.86389387003423,,0.6,333,,,,
13000605001_29c0f030-fd7f-4122-a66c-77f3b2aa8c0a_r02_c02,reconstructed,13000605001,,29c0f030-fd7f-4122-a66c-77f3b2aa8c0a,,GA,,2,2,-84.72515219433208,33.34696286749947,-84.72635412429825,33.3459675744986,-84.72395024043878,33.34795815128017,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r06_c03,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,6,3,-80.63930421857773,28.317597642664015,-80.64047144208627,28.316558992277713,-80.63813697443608,28.318636283621927,,0.6,333,,,,
55003796001_bd3e83ca-ecf8-4126-a684-8d50c82aa7ba_r02_c03,reconstructed,55003796001,,bd3e83ca-ecf8-4126-a684-8d50c82aa7ba,,WI,,2,3,-89.60217350255704,44.459087389196505,-89.60351519286188,44.45813147423878,-89.600831779153,44.460043295792715,,0.6,333,,,,
06002127001_b1d49e85-8b4f-4d6d-b704-2212aa5920b4_r01_c01,reconstructed,06002127001,,b1d49e85-8b4f-4d6d-b704-2212aa5920b4,,CA,,1,1,-122.36097652272247,38.39377551863366,-122.36240471582349,38.39267313856387,-122.35954835352058,38.39487789353122,,0.6,333,,,,
55004580001_9f6478a9-5185-484b-a958-f927b8af2af2_r02_c01,reconstructed,55004580001,,9f6478a9-5185-484b-a958-f927b8af2af2,,WI,,2,1,-90.92621307543024,44.95423507252095,-90.92754806174955,44.953289844405056,-90.92487805540883,44.95518029199726,,0.6,333,,,,
55003830001_a03f790e-3473-4cf0-b8be-acbc814b7b93_r02_c02,reconstructed,55003830001,,a03f790e-3473-4cf0-b8be-acbc814b7b93,,WI,,2,2,-89.43636782648467,43.530309206789255,-89.43769336018083,43.529353555272785,-89.4350422605953,43.531264849801204,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r17_c02,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,17,2,-84.90583106906355,33.313683045058056,-84.90703069115008,33.31268919534529,-84.90463142304831,33.31467688551165,,0.6,333,,,,
55003950001_79c27479-4b0d-4d5b-87c6-58d39d2dc09c_r01_c02,reconstructed,55003950001,,79c27479-4b0d-4d5b-87c6-58d39d2dc09c,,WI,,1,2,-89.13997926247421,43.86265113532502,-89.14131486553832,43.86169231531001,-89.1386436269312,43.86360994698413,,0.6,333,,,,
18000506001_a2500223-d58d-4f84-b59c-f175824abd28_r01_c02,reconstructed,18000506001,,a2500223-d58d-4f84-b59c-f175824abd28,,IN,,1,2,-85.44012821980306,40.1839668074057,-85.44143702867194,40.18298076152014,-85.43881938212063,40.184952845143904,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c02,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,2,-84.90836144743551,33.295803285069006,-84.90956077192527,33.29480943053078,-84.90716209902763,33.296797130344636,,0.6,333,,,,
12000094001_a8daeab4-82d2-4ed7-80c1-c1473002b158_r02_c02,reconstructed,12000094001,,a8daeab4-82d2-4ed7-80c1-c1473002b158,,FL,,2,2,-80.72223812724663,28.329011368982385,-80.72340477476149,28.327973402224064,-80.72107145908103,28.330049326301932,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r05_c16,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,5,16,-84.88771666094961,33.29742082282359,-84.88891621590842,33.296426800055144,-84.88651708207415,33.29841483633347,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r01_c05,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,1,5,-84.90421481411903,33.29419193418992,-84.90541415541574,33.293198043066354,-84.90301544890566,33.295185816051365,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c15,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,15,-84.88966193483316,33.29398490961472,-84.8908614180652,33.2929908979619,-84.8884624276863,33.294978912008034,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r06_c07,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,6,7,-80.63392502161817,28.31681700824853,-80.63509228189383,28.315778313436574,-80.63275774071053,28.317855693632744,,0.6,333,,,,
55003620001_39b6459f-0dae-442e-bf38-7c2685c27358_r02_c03,reconstructed,55003620001,,39b6459f-0dae-442e-bf38-7c2685c27358,,WI,,2,3,-88.55786637875126,44.02014619357679,-88.55921214076304,44.01918202022536,-88.55652058417068,44.02111035876697,,0.6,333,,,,
08000160003_527c62ef-2e0e-4b48-98c9-25f2b49deb17_r02_c01,reconstructed,08000160003,,527c62ef-2e0e-4b48-98c9-25f2b49deb17,,CO,,2,1,-108.4563213869695,39.061136322555086,-108.45763030495254,39.06013515063685,-108.4550124966428,39.062137486538425,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r01_c05,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,1,5,-80.637711123703,28.311224025239458,-80.6388782733249,28.31018534499887,-80.6365439534513,28.31226269605074,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r16_c01,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,16,1,-84.90743855720861,33.31263085197449,-84.9086381472312,33.31163701403146,-84.90623894325776,33.313624680657824,,0.6,333,,,,
12000094001_a8daeab4-82d2-4ed7-80c1-c1473002b158_r01_c01,reconstructed,12000094001,,a8daeab4-82d2-4ed7-80c1-c1473002b158,,FL,,1,1,-80.72380143021235,28.32800863582449,-80.72496805005557,28.3269706786552,-80.72263478971867,28.329046583554618,,0.6,333,,,,
19000178001_ddc9f7ae-89e8-4a07-8e2b-716862d6f220_r01_c05,reconstructed,19000178001,,ddc9f7ae-89e8-4a07-8e2b-716862d6f220,,IA,,1,5,-92.85705470593376,42.217994280375315,-92.85831371145785,42.21707100586481,-92.85579566918675,42.21891754523899,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r10_c12,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,10,12,-84.89262602018366,33.30394059228956,-84.89382562551671,33.302946619467896,-84.89142639092938,33.304934555852796,,0.6,333,,,,
20000199001_0b26cdcd-b8bd-4115-90ee-583841cb47ff_r01_c03,reconstructed,20000199001,,0b26cdcd-b8bd-4115-90ee-583841cb47ff,,KS,,1,3,-98.04409993594624,37.12886404090657,-98.04526037708067,37.12795263100656,-98.04293952195759,37.12977544025518,,0.6,333,,,,
12000097002_3fc6c740-e797-4828-926c-b32aa33f8be4_r01_c01,reconstructed,12000097002,,3fc6c740-e797-4828-926c-b32aa33f8be4,,FL,,1,1,-80.8604246497097,28.54436549889611,-80.86159304977521,28.54332919957675,-80.85925622886782,28.545401788796234,,0.6,333,,,,
20000199001_0b26cdcd-b8bd-4115-90ee-583841cb47ff_r01_c02,reconstructed,20000199001,,0b26cdcd-b8bd-4115-90ee-583841cb47ff,,KS,,1,2,-98.04562216125424,37.12883831162326,-98.04678261979312,37.127926887730126,-98.04446172986111,37.129749724965315,,0.6,333,,,,
56000001001_7fbddcc5-8838-44fe-a305-8dc95609fcad_r01_c02,reconstructed,56000001001,,7fbddcc5-8838-44fe-a305-8dc95609fcad,,WY,,1,2,-106.29401007943324,42.861585501805365,-106.29536666325605,42.86059900688694,-106.29265352674244,42.86257198907747,,0.6,333,,,,
55003796001_bd3e83ca-ecf8-4126-a684-8d50c82aa7ba_r01_c03,reconstructed,55003796001,,bd3e83ca-ecf8-4126-a684-8d50c82aa7ba,,WI,,1,3,-89.60228706421502,44.45788737966538,-89.60362872934037,44.45693146814041,-89.60094536599166,44.45884328282848,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r06_c01,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,6,1,-80.64199385429608,28.31798785767104,-80.64316105941764,28.31694922949868,-80.64082662854081,28.319026476414614,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r03_c07,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,3,7,-84.90100046150508,33.29629626207437,-84.9021998668992,33.29530234742682,-84.89980103219338,33.29729016746075,,0.6,333,,,,
18000017001_3c2f9ef9-c518-4035-ba31-e048d16ca9c3_r03_c03,reconstructed,18000017001,,3c2f9ef9-c518-4035-ba31-e048d16ca9c3,,IN,,3,3,-86.06547101006238,39.93712311231609,-86.06676843379903,39.93614239490681,-86.06417355762723,39.938103821382,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r02_c01,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,2,1,-84.90979990723878,33.29594303361007,-84.91099921951307,33.29494919115917,-84.90860057104608,33.296936866798085,,0.6,333,,,,
12000094001_a8daeab4-82d2-4ed7-80c1-c1473002b158_r02_c03,reconstructed,12000094001,,a8daeab4-82d2-4ed7-80c1-c1473002b158,,FL,,2,3,-80.7208929462652,28.328817286098797,-80.7220596030074,28.327779308222052,-80.71972626887258,28.329855254536888,,0.6,333,,,,
12000092002_7df14ceb-5ea1-4171-b383-f8d986a38bdb_r04_c05,reconstructed,12000092002,,7df14ceb-5ea1-4171-b383-f8d986a38bdb,,FL,,4,5,-80.6370532327109,28.31481403840324,-80.6382204376939,28.31377536274841,-80.63588600709645,28.31585270462948,,0.6,333,,,,
13000000715_facaf8fa-14f6-49cb-93e9-5b5a80f5bf05_r09_c04,reconstructed,13000000715,,facaf8fa-14f6-49cb-93e9-5b5a80f5bf05,,GA,,9,4,-84.90430354225086,33.30386766008453,-84.90550303003425,33.30287378363394,-84.90310403054494,33.30486152727448,,0.6,333,,,,
